title,clean_title,clean_token,sentiment
RT @astagca: @nctzenbase mentang² resesi nct nyari duitnya getol bgtt asuuuuu,mentang resesi nyari duit getol bgtt asuuuuu,"['mentang', 'resesi', 'nyari', 'duit', 'getol', 'bgtt', 'asuuuuu']",Negative
"Hadirnya BLT BBM jaga ekonomi masyarakat hingga hindari resesi parah - DKI Jakarta Mendukung! #BLTBBMBantuMasyarakat 
#BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/BZifOETrv8",hadir jaga ekonomi masyarakat hindar resesi parah jakarta dukung,"['hadir', 'jaga', 'ekonomi', 'masyarakat', 'hindar', 'resesi', 'parah', 'jakarta', 'dukung']",Negative
Seluruh Pihak Harus Gotong Royong Antisipasi Ancaman Resesi Global di 2023 https://t.co/5wZdYEhdqt,gotong royong antisipasi ancam resesi global,"['gotong', 'royong', 'antisipasi', 'ancam', 'resesi', 'global']",Negative
"Bawa indonesia keluar dari resesi kini Erick Thohir sebagai Arus Bawah pilpres 2024

#PUANdukungErick",bawa indonesia resesi erick thohir arus pilpres,"['bawa', 'indonesia', 'resesi', 'erick', 'thohir', 'arus', 'pilpres']",Negative
"BLT BBM jadi andalan hadapi inflasi hingga resesi, ampuh 👍
#BLTBBMBantuMasyarakat
#BansosBBMRingankanRakyat
#KPMPenyaluranBLTTepatSasaran
#SukseskanKebijakanPemerintah
#SubsidiBerkeadilanUntukMasaDepan Bengkulu https://t.co/uBOS7DHNuA",andal hadap inflasi resesi ampuh bengkulu,"['andal', 'hadap', 'inflasi', 'resesi', 'ampuh', 'bengkulu']",Neutral
RT @sandhy_ed: @Fan_Susanto Makmur itu semua kebutuhan tercukupi. Gak usah cemas ama prediksi resesi sik menurutku. Nambah radiasi energi n…,makmur butuh cukup cemas prediksi resesi turut nambah radiasi energi,"['makmur', 'butuh', 'cukup', 'cemas', 'prediksi', 'resesi', 'turut', 'nambah', 'radiasi', 'energi']",Neutral
"mana 2023 confirmed tour lagi ke indonesia with a bigger venue, kalo kata gue sih kaga jadi resesi terima kasih kpop idol",confirmed tour indonesia with bigger venue kalo kaga resesi terima kasih kpop idol,"['confirmed', 'tour', 'indonesia', 'with', 'bigger', 'venue', 'kalo', 'kaga', 'resesi', 'terima', 'kasih', 'kpop', 'idol']",Neutral
"RT @cphgnn: Kantor lagi gembar gembor banget soal ada PHK akhir tahun, gara gara tahun depan bakalan ada RESESI, tapi kok ANAK BARU MASIH M…",kantor gembar gembor banget gara gara resesi anak,"['kantor', 'gembar', 'gembor', 'banget', 'gara', 'gara', 'resesi', 'anak']",Negative
"@KamisatoAyayang @Lorbuk @otherms1d3_ @neohistoria_id semangatnya untuk berbagi ditengah isu resesi, untuk menjadi contoh pemuda-pemudi masa kini https://t.co/PPdagN60nK",semangat bagi tengah resesi contoh pemudapemudi,"['semangat', 'bagi', 'tengah', 'resesi', 'contoh', 'pemudapemudi']",Neutral
"Erick Thohir terbukti terus mendorong Indonesia hntuk bisa lewaati masa krisis. Kedepannya semoga bisa terhindar dari resesi. #PUANdukungErick
Arus Bawah https://t.co/u8jXgFBmlu",erick thohir bukti dorong indonesia hntuk lewaati krisis depan moga hindar resesi,"['erick', 'thohir', 'bukti', 'dorong', 'indonesia', 'hntuk', 'lewaati', 'krisis', 'depan', 'moga', 'hindar', 'resesi']",Negative
@monicazetta Xixixi apa itu resesi,xixixi resesi,"['xixixi', 'resesi']",Negative
Kalian siap ga sm resesi?,resesi,['resesi'],Negative
"@AjaDamanik Cipta kondisi resesi ekonomi 2023. Disini pun nanti jg melakukan hal yg sama, karena pemerintah disini sdh jadi bagian NWO jg ternyata. Makanya getol vaksin dan ppkm.",cipta kondisi resesi ekonomi perintah getol vaksin ppkm,"['cipta', 'kondisi', 'resesi', 'ekonomi', 'perintah', 'getol', 'vaksin', 'ppkm']",Negative
Indonesia nih bos. Mudah2an aman dari ancaman resesi global. https://t.co/k25w4CTgZZ,indonesia mudah aman ancam resesi global,"['indonesia', 'mudah', 'aman', 'ancam', 'resesi', 'global']",Neutral
"Ekonomi Indonesia Kuartal III-2022 Tumbuh 5,72% ! ANTI RESESI ! #HargaBahanPokok
#BahanPokokStabil
#StockBahanPokok
#BBMTerkendali https://t.co/rzOMr5i8ep",ekonomi indonesia kuartal tumbuh anti resesi,"['ekonomi', 'indonesia', 'kuartal', 'tumbuh', 'anti', 'resesi']",Negative
"Kantor lagi gembar gembor banget soal ada PHK akhir tahun, gara gara tahun depan bakalan ada RESESI, tapi kok ANAK BARU MASIH MASUK AJA, TERUS KOK LOWONGAN KERJA BUAT KANTOR GW MASIH ADA AJA SAMPE SEKARANG, kayaaaaaaaaaa mmmmmmmm GIMANA YA?",kantor gembar gembor banget gara gara resesi anak masuk lowong kerja kantor sampe kayaaaaaaaaaa mmmmmmmm gimana,"['kantor', 'gembar', 'gembor', 'banget', 'gara', 'gara', 'resesi', 'anak', 'masuk', 'lowong', 'kerja', 'kantor', 'sampe', 'kayaaaaaaaaaa', 'mmmmmmmm', 'gimana']",Neutral
Indonesia Anti Resesi ! #HargaBahanPokok #BahanPokokStabil #StockBahanPokok #BBMTerkendali https://t.co/rvQ6nTYXLZ,indonesia anti resesi,"['indonesia', 'anti', 'resesi']",Negative
"Belum Resesi saja udah babak belur, apa lagi pas nanti resesi ya?

Shopee, bukalapak, facebook dan bbrp perusahaan start up lainnya sudah melalukan PHK.

Perusahaan yang ternama loh.",resesi udah babak bur resesi yashopee bukalapak facebook bbrp usaha start lalu phkperusahaan nama,"['resesi', 'udah', 'babak', 'bur', 'resesi', 'yashopee', 'bukalapak', 'facebook', 'bbrp', 'usaha', 'start', 'lalu', 'phkperusahaan', 'nama']",Negative
koperasi pahlawan ekonomi d kala negeri sedang resesi https://t.co/P7AUahyMBX,koperasi pahlawan ekonomi negeri resesi,"['koperasi', 'pahlawan', 'ekonomi', 'negeri', 'resesi']",Neutral
"Harga minyak turun di sesi Kamis pagi di tengah meningkatnya kekhawatiran atas perlambatan pertumbuhan ekonomi global, dan fokus pasar beralih ke data inflasi AS.
https://t.co/aT83myLHKG

#HargaMinyak #HargaMinyakMentah #MinyakMentah #DataInflasi #InflasiKonsumen https://t.co/kbWscqWBjS",harga minyak turun sesi kamis pagi tingkat khawatir lambat tumbuh ekonomi global fokus pasar alih data inflasi,"['harga', 'minyak', 'turun', 'sesi', 'kamis', 'pagi', 'tingkat', 'khawatir', 'lambat', 'tumbuh', 'ekonomi', 'global', 'fokus', 'pasar', 'alih', 'data', 'inflasi']",Negative
@mbah_mijan Mbah jd resesi gak mbah? Nyangkut nih,mbah resesi mbah nyangkut,"['mbah', 'resesi', 'mbah', 'nyangkut']",Negative
@memefess Siap menghajar resesi 2023,hajar resesi,"['hajar', 'resesi']",Negative
"Menghadapi Ancaman RESESI 2023

Nyimpan uang    Kena Inflasi
nabung saham    harga nya anjlok
Main Crypto        tak lagi menjanjikan
Properti dan tanah    pas mau jual ga ada yg mau beli
Nabung Emas     Harga nya Nyungsep

Ya udah deh SEDEKAH AJA 
yg harta abadi yg di infaq kan",hadap ancam resesi nyimpan uang kena inflasinabung saham harga anjlokmain crypto menjanjikanproperti tanah jual belinabung emas harga nyungsepya udah sedekah harta abadi infaq,"['hadap', 'ancam', 'resesi', 'nyimpan', 'uang', 'kena', 'inflasinabung', 'saham', 'harga', 'anjlokmain', 'crypto', 'menjanjikanproperti', 'tanah', 'jual', 'belinabung', 'emas', 'harga', 'nyungsepya', 'udah', 'sedekah', 'harta', 'abadi', 'infaq']",Negative
RT @jandakembang78: 200 ribu pabrik di kawasan foxconn dishutdown mengikuti kebijakan zero covid policy PKC. Desain ini utk memutus rantai…,ribu pabrik kawasan foxconn dishutdown ikut bijak zero covid policy desain putus rantai,"['ribu', 'pabrik', 'kawasan', 'foxconn', 'dishutdown', 'ikut', 'bijak', 'zero', 'covid', 'policy', 'desain', 'putus', 'rantai']",Positive
"RT @EpyIwang: Forum R20 Serukan Agama sebagai Solusi, Kontradiksi dengan D3r4dik4lisasi? | Serba-serbi MMC

P3rang Rusi4-Ukrain4 yang berke…",forum seru agama solusi kontradiksi drdiklisasi serbaserbi mmcprang rusiukrain berke,"['forum', 'seru', 'agama', 'solusi', 'kontradiksi', 'drdiklisasi', 'serbaserbi', 'mmcprang', 'rusiukrain', 'berke']",Neutral
"KTT G-20 Negara2 NATO pencetus perang Ukraina-Rusia yg berdampak Rusia mengembargo Gandum-BBM-Gas kpd Dunia shg terjadi Resesi Ekonomi Global, hendaknya tdk mengembargo APBN 2022 RI shg menunda Pembayaran Rapelan Kenaikan Gaji PNS-TNI-Polri-Pensiunan sejak th 2019 s/d Sekarang. https://t.co/ojujW47Xhu",negara nato cetus perang ukrainarusia dampak rusia embargo gandumbbmgas dunia resesi ekonomi global embargo apbn tunda bayar rapel naik gaji pnstnipolripensiunan,"['negara', 'nato', 'cetus', 'perang', 'ukrainarusia', 'dampak', 'rusia', 'embargo', 'gandumbbmgas', 'dunia', 'resesi', 'ekonomi', 'global', 'embargo', 'apbn', 'tunda', 'bayar', 'rapel', 'naik', 'gaji', 'pnstnipolripensiunan']",Negative
@exourcesid km nie thun dpan itu resesi jo 😥,thun dpan resesi,"['thun', 'dpan', 'resesi']",Negative
"Ini resesi di mana? Kata @KemenkeuRI Sri Mulyani, ekonomi NKRI masih tumbuh 5,72% pada triwulan ke-3 22, lebih tinggi dibandingkan 5,44% pada triwulan ke-2. Resesi hanya dijadikan kambing hitam atau data Pemerintah tidak benar? https://t.co/E4coKLHdQk",resesi mulyani ekonomi nkri tumbuh triwulan banding triwulan resesi jadi kambing hitam data perintah,"['resesi', 'mulyani', 'ekonomi', 'nkri', 'tumbuh', 'triwulan', 'banding', 'triwulan', 'resesi', 'jadi', 'kambing', 'hitam', 'data', 'perintah']",Negative
Persiapan yang katanya dunia gelap sama resesi.,siap dunia gelap resesi,"['siap', 'dunia', 'gelap', 'resesi']",Negative
Resesi beneran 1 januari 2023😭 https://t.co/WuCQWOtDgx,resesi beneran januari,"['resesi', 'beneran', 'januari']",Negative
"Kondisi Ekonomi Berbagai Negara Jadi Bahan Hoaks, dari Resesi AS sampai RI Bangkrut https://t.co/q2MnaIIqPn",kondisi ekonomi negara bahan hoaks resesi bangkrut,"['kondisi', 'ekonomi', 'negara', 'bahan', 'hoaks', 'resesi', 'bangkrut']",Negative
"Kata Kowix 🇮🇩 tahan resesi, gitu. https://t.co/pgXhu1XNNv",kowix tahan resesi gitu,"['kowix', 'tahan', 'resesi', 'gitu']",Negative
TAHUN DEPAN RESESI BISA DIEM GA BEN2 INI 😭 https://t.co/3GTlB8SDJc,resesi diem,"['resesi', 'diem']",Negative
padahal temen gw setiap wa gw bahas resesi atau krisis..lah gw aja saking krisisnya sampe bela2in ga kemana2..tajut pusing biayanya...dia malah masih bolak balik jalan2,temen bahas resesi krisis saking krisis sampe bain kemanatajut pusing biayanyadia bolak jalan,"['temen', 'bahas', 'resesi', 'krisis', 'saking', 'krisis', 'sampe', 'bain', 'kemanatajut', 'pusing', 'biayanyadia', 'bolak', 'jalan']",Negative
"Gw ngerasa sekarang gw ada di titik terendah gw 🤧😭
Mana mau resesi",ngerasa titik rendah resesi,"['ngerasa', 'titik', 'rendah', 'resesi']",Negative
"Org ini pasti pendukung ahoax atau jokodok.

Org2 udh jualan 2023 gelap, resesi, krismon, inflasi. Dia msh jualan kapir2 dan afganistan https://t.co/sBQ8Nux8OI",dukung ahoax jokodokorg jual gelap resesi krismon inflasi jual kapir afganistan,"['dukung', 'ahoax', 'jokodokorg', 'jual', 'gelap', 'resesi', 'krismon', 'inflasi', 'jual', 'kapir', 'afganistan']",Negative
"RT @MimiNizam15: Forum R20 Serukan Agama sebagai Solusi, Kontradiksi dengan D3r4dik4lisasi? | Serba-serbi MMC

P3rang Rusi4-Ukrain4 yang be…",forum seru agama solusi kontradiksi drdiklisasi serbaserbi mmcprang rusiukrain,"['forum', 'seru', 'agama', 'solusi', 'kontradiksi', 'drdiklisasi', 'serbaserbi', 'mmcprang', 'rusiukrain']",Neutral
@thelifeofares gebrakan bertahan dalam resesi🤝,gebrak tahan resesi,"['gebrak', 'tahan', 'resesi']",Negative
"@NarasiNewsroom kirain tuiter doank yang obral phk
resesi didepan pelupuk mata.
semoga kita diberi kemudahan mengatasinya, Aamiin",kirain tuiter doank obral phkresesi depan pelupuk matasemoga mudah atas aamiin,"['kirain', 'tuiter', 'doank', 'obral', 'phkresesi', 'depan', 'pelupuk', 'matasemoga', 'mudah', 'atas', 'aamiin']",Positive
"Ekonomi Indonesia pada 2023 diprediksi aman dari resesi
.
#HargaBahanPokok
#BahanPokokStabi
#StockBahanPokok
#BBMTerkendali https://t.co/E5eaChNT2C",ekonomi indonesia prediksi aman resesi,"['ekonomi', 'indonesia', 'prediksi', 'aman', 'resesi']",Neutral
"Kalau resesi jadi 2023 = Bubble  Properti maka harga rumah turun 

Tapi tidak sama dengan jika belum punya cash keras senilai rumah tersebut",resesi bubble properti harga rumah turun cash keras nila rumah,"['resesi', 'bubble', 'properti', 'harga', 'rumah', 'turun', 'cash', 'keras', 'nila', 'rumah']",Negative
resesi 2023 si sean sama bocil 2 yg jadi korban😌 https://t.co/XZeScF4LXv,resesi sean bocil korban,"['resesi', 'sean', 'bocil', 'korban']",Negative
"👍 on @YouTube: Panduan Penting Hadapi Resesi, Kalau Betulan Dia Datang https://t.co/0zRQ2SnQZV",pandu hadap resesi betul,"['pandu', 'hadap', 'resesi', 'betul']",Neutral
"Ditarget Rp1.400 Triliun, Bahlil Putar Otak Gaet Investasi di Tengah Resesi https://t.co/5f2YUT9LZD",target triliun bahlil putar otak gaet investasi resesi,"['target', 'triliun', 'bahlil', 'putar', 'otak', 'gaet', 'investasi', 'resesi']",Negative
"Jakarta - Pertumbuhan ekonomi Indonesia disebut mencapai 1,81% secara kuartalan. 
#smashnews #beritaterbaru #beritaterkini #beritaterupdate #kabarterbaru #kabarterkini #pertumbuhanekonomi #ekonomiindonesia #ancamanresesi 
https://t.co/N1HB75PB74 https://t.co/FQmNond0Kg",jakarta tumbuh ekonomi indonesia capai kuartal,"['jakarta', 'tumbuh', 'ekonomi', 'indonesia', 'capai', 'kuartal']",Neutral
"@YanuarBowo @Miminwashere Brarti blm rejeki
Yg penting rejeki duit lancar deres mengingat mau resesi

Katanya",brarti rejekiyg rejeki duit lancar deres resesikatanya,"['brarti', 'rejekiyg', 'rejeki', 'duit', 'lancar', 'deres', 'resesikatanya']",Positive
RT @temponewsroom: Dana Moneter Internasional (IMF) juga memprediksi pertumbuhan ekonomi Indonesia dan kawasan Asia dan Pasifik akan melamb…,dana moneter internasional prediksi tumbuh ekonomi indonesia kawasan asia pasifik melamb,"['dana', 'moneter', 'internasional', 'prediksi', 'tumbuh', 'ekonomi', 'indonesia', 'kawasan', 'asia', 'pasifik', 'melamb']",Neutral
@nuytarigan Mikirin resesi global 2023 hrs kuat dulu minum teh talua. Biar stamina terjaga,mikirin resesi global kuat minum talua biar stamina jaga,"['mikirin', 'resesi', 'global', 'kuat', 'minum', 'talua', 'biar', 'stamina', 'jaga']",Neutral
@angjoliena_ Jangan resign apalagi masi pacaran inget yaa tahun depan bakal ga baik baik aja dari segi perekonomian .. Perekonomian kita baik pun lap kerja susah apalagi tahun depan yg katanya mau resesi pokoknya ttp kerja yaa sampe akhir tahun ini uda banyak yg kena layoff/phk,resign mas pacar inget segi ekonomi ekonomi kerja susah resesi pokok kerja sampe kena layoffphk,"['resign', 'mas', 'pacar', 'inget', 'segi', 'ekonomi', 'ekonomi', 'kerja', 'susah', 'resesi', 'pokok', 'kerja', 'sampe', 'kena', 'layoffphk']",Neutral
*👆🏿GEROMBOLAN .KADRUN.LAKNAT YANG SUKA BUAT HOAKS HARUS DENGERIN NIH..APAKAH RESESI INDONESIA KINI..? NGGA LAH👍🏿🇲🇨YAOOOOO* https://t.co/i4TpbuvWtX,gerombol kadrunlaknat suka hoaks dengerin nihapakah resesi indonesia ngga lahyaooooo,"['gerombol', 'kadrunlaknat', 'suka', 'hoaks', 'dengerin', 'nihapakah', 'resesi', 'indonesia', 'ngga', 'lahyaooooo']",Negative
"penyesuaian harga BBM tak akan picu resesi di indonesia, itu pasti #BBMSubsidi #BBMBersubsidi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran #SemuaDemiKesejahteraan #CerdasPakaiBBM #BijakPakaiBBM Banten https://t.co/Uo4aywSJ6g",sesuai harga picu resesi indonesia banten,"['sesuai', 'harga', 'picu', 'resesi', 'indonesia', 'banten']",Neutral
"@hendrik_ringo @kurawa Jermannya lg resesi, jd ditahan2 dananya kyny makanya sampe pepo jg lama ga pulang2",jermannya resesi tahan dana kyny sampe pepo pulang,"['jermannya', 'resesi', 'tahan', 'dana', 'kyny', 'sampe', 'pepo', 'pulang']",Negative
"Zulkifli Hasan: Kerja Sama, Kunci Penting Hadapi Ancaman Resesi
https://t.co/2D87neSEtm",zulkifli hasan kerja kunci hadap ancam resesi,"['zulkifli', 'hasan', 'kerja', 'kunci', 'hadap', 'ancam', 'resesi']",Negative
"RT @cnbcindonesia: Tangguh! Selain Anti Resesi, RI Juga Kebal Krisis Energi https://t.co/NEBIPHqqYT",tangguh anti resesi kebal krisis energi,"['tangguh', 'anti', 'resesi', 'kebal', 'krisis', 'energi']",Negative
"@CNNIndonesia Percaya jokowi,bgs 3 periode,udah nampak hasil i frstruktur,surplus beruntung,bebas resesi,bebas covid",percaya jokowibgs periodeudah nampak hasil frstruktursurplus beruntungbebas resesibebas covid,"['percaya', 'jokowibgs', 'periodeudah', 'nampak', 'hasil', 'frstruktursurplus', 'beruntungbebas', 'resesibebas', 'covid']",Positive
"P3rang Rusi4-Ukrain4 yang berkepanjangan memperburuk keadaan ekonomi dunia dan menyebabkan potensi terjadinya resesi makin besar. 
#ForumR20Deradikalisasi
#serbaserbiMMC
#IslamKaffah
https://t.co/8F0T6Z8qGw",prang rusiukrain panjang buruk ekonomi dunia sebab potensi resesi,"['prang', 'rusiukrain', 'panjang', 'buruk', 'ekonomi', 'dunia', 'sebab', 'potensi', 'resesi']",Negative
"P3rang Rusi4-Ukrain4 yang berkepanjangan memperburuk keadaan ekonomi dunia dan menyebabkan potensi terjadinya resesi makin besar. 
#ForumR20Deradikalisasi
#serbaserbiMMC
#IslamKaffah
https://t.co/ZECHoHwEl4",prang rusiukrain panjang buruk ekonomi dunia sebab potensi resesi,"['prang', 'rusiukrain', 'panjang', 'buruk', 'ekonomi', 'dunia', 'sebab', 'potensi', 'resesi']",Negative
"P3rang Rusi4-Ukrain4 yang berkepanjangan memperburuk keadaan ekonomi dunia dan menyebabkan potensi terjadinya resesi makin besar. 
#ForumR20Deradikalisasi
#serbaserbiMMC
#IslamKaffah
https://t.co/oNlHnpKI3n",prang rusiukrain panjang buruk ekonomi dunia sebab potensi resesi,"['prang', 'rusiukrain', 'panjang', 'buruk', 'ekonomi', 'dunia', 'sebab', 'potensi', 'resesi']",Negative
"P3rang Rusi4-Ukrain4 yang berkepanjangan memperburuk keadaan ekonomi dunia dan menyebabkan potensi terjadinya resesi makin besar. 
#ForumR20Deradikalisasi
#serbaserbiMMC
#IslamKaffah
https://t.co/pZ7jUrdmJF",prang rusiukrain panjang buruk ekonomi dunia sebab potensi resesi,"['prang', 'rusiukrain', 'panjang', 'buruk', 'ekonomi', 'dunia', 'sebab', 'potensi', 'resesi']",Negative
"RT @LodohNona: Indonesia anti resesi
#HargaBahanPokok
#BahanPokokStabil
#StockBahanPokok
#BBMTerkendali https://t.co/594pDzqv1c",indonesia anti resesi,"['indonesia', 'anti', 'resesi']",Negative
"Indonesia anti resesi
#HargaBahanPokok
#BahanPokokStabil
#StockBahanPokok
#BBMTerkendali https://t.co/594pDzqv1c",indonesia anti resesi,"['indonesia', 'anti', 'resesi']",Negative
"P3rang Rusi4-Ukrain4 yang berkepanjangan memperburuk keadaan ekonomi dunia dan menyebabkan potensi terjadinya resesi makin besar. 
#ForumR20Deradikalisasi
#serbaserbiMMC
#IslamKaffah
https://t.co/4InSI7de1V",prang rusiukrain panjang buruk ekonomi dunia sebab potensi resesi,"['prang', 'rusiukrain', 'panjang', 'buruk', 'ekonomi', 'dunia', 'sebab', 'potensi', 'resesi']",Negative
Kerja sama pada level global maupun nasional adalah kunci penting dalam menghadapi ancaman resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/7bJZuVJkMn,kerja level global nasional kunci hadap ancam resesi selamat pahlawan,"['kerja', 'level', 'global', 'nasional', 'kunci', 'hadap', 'ancam', 'resesi', 'selamat', 'pahlawan']",Positive
Pemerintah optimis perekonomian Indonesia tumbuh positif jauh dari jurang resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/esZqEcH21l,perintah optimis ekonomi indonesia tumbuh positif jurang resesi selamat pahlawan,"['perintah', 'optimis', 'ekonomi', 'indonesia', 'tumbuh', 'positif', 'jurang', 'resesi', 'selamat', 'pahlawan']",Positive
"RT @LodohNona: Indonesia anti resesi
#HargaBahanPokok
#BahanPokokStabil
#StockBahanPokok
#BBMTerkendali https://t.co/JdpcLtneBH",indonesia anti resesi,"['indonesia', 'anti', 'resesi']",Negative
"Indonesia anti resesi
#HargaBahanPokok
#BahanPokokStabil
#StockBahanPokok
#BBMTerkendali https://t.co/JdpcLtneBH",indonesia anti resesi,"['indonesia', 'anti', 'resesi']",Negative
Kerja sama pada level global maupun nasional adalah kunci penting dalam menghadapi ancaman resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/t6TUBqaPVf,kerja level global nasional kunci hadap ancam resesi selamat pahlawan,"['kerja', 'level', 'global', 'nasional', 'kunci', 'hadap', 'ancam', 'resesi', 'selamat', 'pahlawan']",Positive
Pemerintah optimis perekonomian Indonesia tumbuh positif jauh dari jurang resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/hL4kpqyIuU,perintah optimis ekonomi indonesia tumbuh positif jurang resesi selamat pahlawan,"['perintah', 'optimis', 'ekonomi', 'indonesia', 'tumbuh', 'positif', 'jurang', 'resesi', 'selamat', 'pahlawan']",Positive
Kerja sama pada level global maupun nasional adalah kunci penting dalam menghadapi ancaman resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/XPE80HkhFs,kerja level global nasional kunci hadap ancam resesi selamat pahlawan,"['kerja', 'level', 'global', 'nasional', 'kunci', 'hadap', 'ancam', 'resesi', 'selamat', 'pahlawan']",Positive
Pemerintah optimis perekonomian Indonesia tumbuh positif jauh dari jurang resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/AruCRu9du8,perintah optimis ekonomi indonesia tumbuh positif jurang resesi selamat pahlawan,"['perintah', 'optimis', 'ekonomi', 'indonesia', 'tumbuh', 'positif', 'jurang', 'resesi', 'selamat', 'pahlawan']",Positive
@Kemendag Apakah negara non traditional bebas dari ancaman resesi?,negara traditional bebas ancam resesi,"['negara', 'traditional', 'bebas', 'ancam', 'resesi']",Negative
"Ekonomi RI Tumbuh 5,72 Persen di Tengah Ancaman Resesi Global, Pengamat: Patut Disyukuri https://t.co/cqns9MApQY",ekonomi tumbuh persen ancam resesi global amat patut syukur,"['ekonomi', 'tumbuh', 'persen', 'ancam', 'resesi', 'global', 'amat', 'patut', 'syukur']",Negative
Penyebab Resesi 2023 dan Cara Mempersiapkan Keuangan Agar Stabil https://t.co/8WlxKkMdhe,sebab resesi uang stabil,"['sebab', 'resesi', 'uang', 'stabil']",Neutral
"Tangguh! Selain Anti Resesi, RI Juga Kebal Krisis Energi https://t.co/NEBIPHqqYT",tangguh anti resesi kebal krisis energi,"['tangguh', 'anti', 'resesi', 'kebal', 'krisis', 'energi']",Negative
"@CNNIndonesia 1 thn ini pun kita bisa maju Momen Tepat(Resesi) BERBANDING Arab Saudi/Aramco apa lg Bangsa ini PresidenG20JikaMampu MeyakinkanHanya Bermodalkan Komoditas Strategis Budidaya Energi BiofuelB40 @Fahrihamzah Bilang Bangsa ini Mesti Move On 
G20 Itu Momentum MENGELORAKAN BUMN Tangguh",maju momen tepatresesi banding arab saudiaramco bangsa presidengjikamampu meyakinkanhanya modal komoditas strategis budidaya energi biofuelb bilang bangsa mesti move momentum kelorak bumn tangguh,"['maju', 'momen', 'tepatresesi', 'banding', 'arab', 'saudiaramco', 'bangsa', 'presidengjikamampu', 'meyakinkanhanya', 'modal', 'komoditas', 'strategis', 'budidaya', 'energi', 'biofuelb', 'bilang', 'bangsa', 'mesti', 'move', 'momentum', 'kelorak', 'bumn', 'tangguh']",Positive
Kerja sama pada level global maupun nasional adalah kunci penting dalam menghadapi ancaman resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/wHdVZA921s,kerja level global nasional kunci hadap ancam resesi selamat pahlawan,"['kerja', 'level', 'global', 'nasional', 'kunci', 'hadap', 'ancam', 'resesi', 'selamat', 'pahlawan']",Positive
Pemerintah optimis perekonomian Indonesia tumbuh positif jauh dari jurang resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/rjSMora4QP,perintah optimis ekonomi indonesia tumbuh positif jurang resesi selamat pahlawan,"['perintah', 'optimis', 'ekonomi', 'indonesia', 'tumbuh', 'positif', 'jurang', 'resesi', 'selamat', 'pahlawan']",Positive
"@ndreamon Setelah ""lari"" hampir 3 tahun ini, baru kerasa capeknya sekarang. Rasanya gamau ngapa2in, gamau mikir apa2, dan akhirnya memutuskan untuk resign di tengah ketakutan resesi ini buat istirahat. Awalnya ragu dan takut tp ternyata legaaa bgtt!!!",lari rasa capek gamau ngapain gamau mikir putus resign takut resesi istirahat ragu takut legaaa bgtt,"['lari', 'rasa', 'capek', 'gamau', 'ngapain', 'gamau', 'mikir', 'putus', 'resign', 'takut', 'resesi', 'istirahat', 'ragu', 'takut', 'legaaa', 'bgtt']",Negative
Kerja sama pada level global maupun nasional adalah kunci penting dalam menghadapi ancaman resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/w36wshi6PZ,kerja level global nasional kunci hadap ancam resesi selamat pahlawan,"['kerja', 'level', 'global', 'nasional', 'kunci', 'hadap', 'ancam', 'resesi', 'selamat', 'pahlawan']",Positive
Penyebab Resesi 2023 dan Cara Mempersiapkan Keuangan Agar Stabil https://t.co/1qytBu8f5o,sebab resesi uang stabil,"['sebab', 'resesi', 'uang', 'stabil']",Neutral
Pemerintah optimis perekonomian Indonesia tumbuh positif jauh dari jurang resesi. #RIBisaHadapiResesi #IndonesiaBangkit #OngkirFlatUnlimited Selamat Hari Pahlawan Phi Bai https://t.co/CN9wNNwVy7,perintah optimis ekonomi indonesia tumbuh positif jurang resesi selamat pahlawan,"['perintah', 'optimis', 'ekonomi', 'indonesia', 'tumbuh', 'positif', 'jurang', 'resesi', 'selamat', 'pahlawan']",Positive
Cek Fakta: Tidak Benar Kondisi AS Terkena Dampak Resesi dalam Video Ini https://t.co/4mHqZd5hz4,fakta kondisi kena dampak resesi video,"['fakta', 'kondisi', 'kena', 'dampak', 'resesi', 'video']",Negative
